,created_at,tweet,score,label
681,Fri Dec 16 00:38:04 +0000 2022,Airlangga mengatakan ekonomi kuat Indonesia modal hadapi resesi 2023..\n#LangkahAntisipasiKrisis https://t.co/pr5uAtu1mH,1,POSITIVE
682,Fri Dec 16 13:41:01 +0000 2022,Resesi Ekonomi 2023 akan Sampai ke Sumatera Utara? https://t.co/4aWVvRTDba,1,POSITIVE
684,Sat Dec 17 00:51:22 +0000 2022,Menteri Koordinator bidang Perekonomian Airlangga Hartarto optimistis Indonesia mampu bertahan ditengah ancaman resesi ekonomi global di 2023.\n#PartaiGolkar #Golkarpedia\n#AirlanggaHartarto #AirlanggaHartarto https://t.co/fAmzQ7wySE,1,POSITIVE
687,Thu Dec 15 09:58:52 +0000 2022,Kondisi ekonomi dunia yang berada dibawah ancaman resesi tahun 2023 membuat sosok yang memiliki latar belakang ekonomi menjadi pilihan yang tepat untuk masyarakat. #IndonesiaMaju #bumnuntuknegeri #BUMNUntukIndonesia #erickthohir #bersihbersihBUMN #kerjanyata #BangkitBersamaET https://t.co/70qNnM4n1E,1,POSITIVE
688,Thu Dec 15 10:44:47 +0000 2022,Ekonomi Kuat jadi Modal Indonesia Hadapi Resesi 2023 https://t.co/78xM4chywo,1,POSITIVE
689,Thu Dec 15 12:57:11 +0000 2022,"@pringadi_as Ini syarat nikah di agama saya gan, seperti yang ada di gambar bawah dan ini banyak di praktikkan di negara saya. \n\nBtw itu sender ala pernikahan di negara mana ya gan? Ada pesta-pesta gitu. Kan lagi 2023 resesi (menurut pengamat ekonomi abal-abal). Harus hemat-hemat dong 🗿 https://t.co/4oaukToKUS",1,POSITIVE
690,Fri Dec 16 00:00:01 +0000 2022,Pertumbuhan ekonomi yang kuat merupakan modal kuat Indonesia menghadapi resesi 2023\n\n#LangkahAntisipasiKrisis #IKNuntukPemerataanEkonomi https://t.co/sRqOrTlw3s,1,POSITIVE
691,Thu Dec 15 08:03:32 +0000 2022,Cara Menghadapi Resesi Ekonomi 2023\n\nhttps://t.co/yonyNvx9EF,1,POSITIVE
693,Fri Dec 16 00:00:01 +0000 2022,ekonomi kuat Indonesia modal hadapi resesi 2023 #LangkahAntisipasiKrisis #IKNuntukPemerataanEkonomi https://t.co/bkxjaQX0C9,1,POSITIVE
695,Fri Dec 16 00:00:00 +0000 2022,"Airlangga mengatakan, ekonomi kuat Indonesia modal hadapi resesi 2023 #LangkahAntisipasiKrisis #IKNuntukPemerataanEkonomi https://t.co/qbOWZdlj96",1,POSITIVE
697,Thu Dec 15 12:50:21 +0000 2022,Airlangga Hartarto menyampaikan pertumbuhan ekonomi Indonesia yang kuat pada 2022 dapat menjadi bekal untuk menghadapi potensi resesi global pada 2023. https://t.co/I2etEmM69J,1,POSITIVE
698,Thu Dec 15 11:56:12 +0000 2022,Apindo yakin 2023 ekonomi Indonesia tak akan resesi https://t.co/XTUmh9Q6yb https://t.co/RrIPAwg2W5,1,POSITIVE
699,Thu Dec 15 11:56:08 +0000 2022,Apindo meyakini pada 2023 ekonomi Indonesia tak akan resesi https://t.co/HtOCiuB9Vt https://t.co/vTI2jfwxUt,1,POSITIVE
700,Thu Dec 15 12:38:59 +0000 2022,Kondisi ekonomi dunia yang berada dibawah ancaman resesi tahun 2023 membuat sosok yang memiliki latar belakang ekonomi menjadi pilihan yang tepat untuk masyarakat. #indonesiamaju #indonesiamerdeka #bumnuntuknegeri #BUMNUntukIndonesia #erickthohir #kerjanyata #BangkitBersamaET https://t.co/EFYRJbc6ir,1,POSITIVE
701,Fri Dec 16 00:00:01 +0000 2022,Airlangga mengatakan ekonomi kuat Indonesia modal mengjadapi resesi 2023\n#LangkahAntisipasiKrisis https://t.co/vGOvwpv4Pz,1,POSITIVE
702,Thu Dec 15 16:53:13 +0000 2022,Prediksi resesi ekonomi global di tahun 2023 kini menjadi topik yang sering terdengar.Resesi dapat diartikan adanya penurunan kondisi ekononi di akibatkan menurunnya daya beli masyarakat dan berimbas ke pendapatan perusahaan serta sektor usaha lainya. \n\nTips bisnis Anti Resesi! https://t.co/RuVMLgzEuK,1,POSITIVE
703,Fri Dec 16 00:00:00 +0000 2022,Airlangga mengatakan ekonomi kuat Indonesia modal hadapi resesi 2023\n#LangkahAntisipasiKrisis #TetapMaskerDiruangTerbuka https://t.co/SLRdz7icTn,1,POSITIVE
704,Fri Dec 16 00:00:01 +0000 2022,Airlangga mengatakan ekonomi kuat Indonesia modal menghadapi resesi 2023\n\n#LangkahAntisipasiKrisis #IKNuntukPemerataanEkonomi https://t.co/Ni7dLHmMbL,1,POSITIVE
705,Fri Dec 16 00:00:02 +0000 2022,Airlangga Hartanto mengatakan bahwa ekonomi kuat Indonesia modal hadapi resesi 2023 #LangkahAntisipasiKrisis #IKNuntukPemerataanEkonomi https://t.co/rqKjE3CFgu,1,POSITIVE
706,Fri Dec 16 00:00:01 +0000 2022,Airlangga juga mengatakan ekonomi kuat indonesia untuk modal hadapi resesi 2023 mendatang\n#LangkahAntisipasiKrisis #TetapMaskerDiruangTerbuka https://t.co/yeNnXGXcTH,1,POSITIVE
707,Wed Dec 14 16:04:02 +0000 2022,Ussy Sulistiawaty Tak Khawatir Bakal Terdampak Resesi Ekonomi 2023 https://t.co/D0ELPi8LsY,1,POSITIVE
708,Thu Dec 15 03:07:07 +0000 2022,Bank Dunia memproyeksi ekonomi Indonesia di 2023 akan tetap tumbuh impresif di tengah ketidakpastian dan ancaman resesi global. #kumparanBisnis #dailyupdate https://t.co/HtDK8HvFrm,1,POSITIVE
710,Thu Dec 15 04:20:44 +0000 2022,"Iseng nanya AI, soal resesi ekonomi 2023. https://t.co/WV6PxroiOL",1,POSITIVE
711,Wed Dec 14 10:37:04 +0000 2022,"Oleh karena itu, diperlukan kebijakan ekonomi makro Indonesia lebih ketat untuk mengatasi dampak ancaman resesi 2023. https://t.co/cYpr54ADMZ",1,POSITIVE
712,Wed Dec 14 04:26:34 +0000 2022,"Apindo Pede Ekonomi RI pada 2023 Tak Masuk Pusaran Resesi, Ada Tapinya https://t.co/TptrbNXjkm",1,POSITIVE
713,Wed Dec 14 07:30:59 +0000 2022,Apindo Optimistis Ekonomi Indonesia Tak akan Resesi di 2023 https://t.co/k5OqG78aYo,1,POSITIVE
715,Wed Dec 14 04:52:51 +0000 2022,Wanti-wanti Gubernur BI Soal Tantangan Ekonomi RI 2023 \n\n#bankindonesia #moneter #ekonomi #resesi\n\nhttps://t.co/vto20z04C6,-1,NEGATIVE
716,Thu Dec 15 07:09:03 +0000 2022,Menko Airlangga Pastikan Ekonomi Indonesia Kuat Hadapi Resesi 2023 https://t.co/qD1wLNpY12,1,POSITIVE
718,Wed Dec 14 17:00:24 +0000 2022,Resesi Ekonomi 2023 Fakta atau Hoaks? https://t.co/GOYV5sJwo8,1,POSITIVE
719,Thu Dec 15 07:00:01 +0000 2022,Dari keberhasilan Transformasi BUMN pak Erick Thohir merasa optimis untuk menghadapi resesi ekonomi pada 2023 #KinerjaET\nBapak Transformasi BUMN\nhttps://t.co/m4zs9o4tcf,1,POSITIVE
720,Wed Dec 14 03:39:37 +0000 2022,"Presiden Jokowi mematok target perpajakan sebesar Rp2.021 Triliun pada 2023, meskipun ekonomi dunia dibayangi resesi. https://t.co/NehaPLffSt",1,POSITIVE
721,Wed Dec 14 09:37:02 +0000 2022,Ekonom #UGM: Kebijakan Makro Harus Lebih Ketat Hadapi Ancaman Resesi Ekonomi Global 2023 https://t.co/xlXxegAXLH https://t.co/zvhMCLWnb1,1,POSITIVE
722,Wed Dec 14 15:18:10 +0000 2022,"2023 bukan resesi ekonomi sih, tapi resesi fakta kek jaman bb tahun 2011-12 yang kaget melek tech jadi kemakan hoax. Bedanya kali ini platformnya baru aja. Penyajian tulisan yang dibuat video pendek ama emotion-triggered statement yang main di sini. Have a nice day",1,POSITIVE
723,Thu Dec 15 07:33:36 +0000 2022,Airlangga: Pertumbuhan Ekonomi Indonesia Modal Hadapi Resesi 2023\nhttps://t.co/6zkYGx43ZO,1,POSITIVE
724,Thu Dec 15 07:35:42 +0000 2022,"Isu resesi yang akan terjadi di 2023 tentu menjadi kekhawatiran pelaku usaha. Kondisi ekonomi global menjadi tantangan tersendiri di tengah banyaknya hal lain yang harus terus dikembangkan, misalnya mencoba go digital.\n#XLAxiataBusinessSolutions ​#WeHelpYouGrow #KamisBisnisXLABS https://t.co/fph6MHRWdT",-1,NEGATIVE
725,Thu Dec 15 05:44:07 +0000 2022,Kinerja Positif Ekonomi RI Jadi Modal Hadapi Ancaman Resesi di 2023 https://t.co/ASdKG3TjOU,1,POSITIVE
726,Thu Dec 15 06:05:35 +0000 2022,Menko Airlangga: Ekonomi kuat Indonesia modal hadapi resesi 2023 https://t.co/SNXEoeIV3c,1,POSITIVE
728,Tue Dec 13 06:27:07 +0000 2022,"Kondisi perekonomian dunia berada di bawah ancaman resesi pada tahun 2023, @erickthohir sosok pemimpin yang dibutuhin\n\nMemiliki latar belakang ekonomi dan kinerja di pemerintahan jadi pilihan tepat buat masyarakat\n\n#BangkitBersamaET https://t.co/DNUJZRSHGk",1,POSITIVE
729,Wed Dec 14 01:11:35 +0000 2022,"Resesi Global Menghantui, Pemerintah Tetap Pede Ekonomi RI 2023 Tumbuh 5,3 Persen\n\n #Sindonews #BukanBeritaBiasa .https://t.co/l4BunfjO3y",1,POSITIVE
730,Tue Dec 13 04:04:01 +0000 2022,"Rencana pemerintah untuk menaikkan  cukai rokok pada 2023 diprediksi akan mempengaruhi ekonomi dan tingkat inflasi. Apalagi, tahun depan diprediksi akan jadi tahun yang berat dengan adanya resesi global.\n\nSelengkapnya di: https://t.co/avgTxvQoba\n#FORTUNEIndonesia https://t.co/ike8DiEjh3",1,POSITIVE
731,Wed Dec 14 00:41:56 +0000 2022,Ekonomi Indonesia 2023 di yakini aman dari resesi\n\n#EkonomiNasionalKuat https://t.co/YxhwVvq4sQ,1,POSITIVE
732,Wed Dec 14 01:04:05 +0000 2022,"Apakah Indonesia Akan Mengalami Resesi Ekonomi di 2023? Bagaimana upaya kita menghadapinya?\n\nYuk temukan jawabannya\n📆 Rabu, 14 Desember 2022\n🕰 13.30-15.30\n🏫 Fak. Psikologi UIN Jakarta\n \n🗣 Qolbie Ardie, S.E.\nJunior GM Economist at Permata Bank\n\nInfo : https://t.co/55inx9jxQ1 https://t.co/GOsOO5xDPH",1,POSITIVE
733,Tue Dec 13 12:12:01 +0000 2022,"Strategi fintech hadapi resesi ekonomi 2023, adaptasi dan kolaborasi! - https://t.co/Y235Pz6664 https://t.co/0FawDdCoaI",1,POSITIVE
735,Tue Dec 13 00:00:01 +0000 2022,"Menghadapi resesi 2023, pemerintah optimis ekonomi di Indonesia stabil\n#WujudkanRIMaju #WajibboosterDisiplinProkes https://t.co/J9zWLUVsMp",1,POSITIVE
736,Tue Dec 13 14:32:36 +0000 2022,"Apa itu resesi 2023??!! 😂🤔\nPadahal yg koar2 resesi, tahun ekonomi jauh lebih sulit itu kan pemerintah wkwkwkwk...tapi yasudahlah ygy, monggo dilanjut aja",-1,NEGATIVE
737,Tue Dec 13 23:59:57 +0000 2022,Ekonomi Indonesia 2023 diyakini aman dari resesi\n\n#EkonomiNasionalKuat https://t.co/QIeeV6rxNx,1,POSITIVE
738,Tue Dec 13 15:25:38 +0000 2022,Optimisme Pertumbuhan Ekonomi di Tengah Isu Resesi Global 2023 https://t.co/WOpqdlIfcx,1,POSITIVE
739,Tue Dec 13 07:01:00 +0000 2022,Berkat kinerja menteri BUMN @erickthohir ekonomi Indonesia cukup cerah meskipun dunia global terancam resesi 2023.\n#MenteriTerbaik \nET The Best Minister https://t.co/Ug6rIbJpHo,1,POSITIVE
740,Tue Dec 13 06:37:33 +0000 2022,"Ancaman Resesi Menghantui Masyarakat, Erick Thohir Dinilai Figur yang Tepat\n\nKondisi perekonomian dunia yang berada di bawah ancaman resesi pada tahun 2023 membuat sosok yang memiliki latar belakang ekonomi menjadi pilihan yg tepat buat masyarakat\n\n@erickthohir\n#BangkitBersamaET https://t.co/4PFk7ZdU6N",1,POSITIVE
741,Tue Dec 13 05:17:07 +0000 2022,"Nongkrong di MIXUE, sebelah gua 2 orang anak sekolah ngebahas resesi ekonomi 2023. Berat banget obrolannya njir 😂",1,POSITIVE
743,Tue Dec 13 06:30:06 +0000 2022,Peneliti dari IEDS Rahman M. mengatakan Kondisi perekonomian dunia yang berada di bawah ancaman resesi pada tahun 2023 membuat sosok yang memiliki latar belakang ekonomi menjadi pilihan yang tepat buat masyarakat.\nDan figur itu ada di Menteri BUMN @erickthohir \n#BangkitBersamaET https://t.co/cChNwaxal6,1,POSITIVE
744,Tue Dec 13 12:53:20 +0000 2022,"@syrfnaa_ masalah yg berat bgt, lebih berat dari masalah resesi ekonomi 2023.",-1,NEGATIVE
745,Mon Dec 12 15:50:13 +0000 2022,Pemerintah sedang mengajukan agar ada revisi UU IKN. Menkumham membenarkan bahwa perubahan itu diperlukan agar APBN bisa ikut mendanai pembangunan IKN. https://t.co/odYe6BYO3F,1,POSITIVE
746,Tue Dec 13 07:00:22 +0000 2022,banyaknya pencapaian BUMN ini sangat penting mengingat hal itu terjadi saat masa sulit sektor ekonomi akibat Covid dan ancaman resesi 2023\n#MenteriTerbaik\nET The Best Minister https://t.co/EFl2lP2vUE,1,POSITIVE
747,Tue Dec 13 08:38:01 +0000 2022,Pemerintah Swiss Melihat Perlambatan Ekonomi di 2023 Tetapi Tidak Ada Resesi https://t.co/I42RLuQyqL #Switzerland #GDP #EconomicIndicator #USDCHF #Inflation,-1,NEGATIVE
748,Mon Dec 12 16:48:39 +0000 2022,Dalam Indonesia Market Talks bertajuk ‘Cerdas memilih saham di tengah gejolak pandemi dan ketidakpastian ekonomi global’ itu Sandiaga Uno mengungkapkan proyeksi ekonomi Indonesia yang akan tumbuh positif di tengah ancaman resesi global tahun 2023.,1,POSITIVE
749,Mon Dec 12 16:25:35 +0000 2022,"Kalau dapat pertanyaan seperti ini persis banget aku jadi kayak Financial Planner, padahal ambil sertifikasi aja blm ☺️ gak hanya tanya prediksi gold, tapi pandanganku ttg makro ekonomi, dollar hingga resesi 2023, tapi ya org2 mempercayakan analisaku ☺️🙏🏻 https://t.co/Gs2fEO4tan",1,POSITIVE
750,Mon Dec 12 07:01:00 +0000 2022,Indonesia berkat tangan dingin presiden Jokowi berhasil stabilkan ekonomi nasional akibat pandemi dan resesi 2023.\nJokowi Pulihkan Krisis \n#PublikPuas https://t.co/d48wOtNO8n,1,POSITIVE
751,Mon Dec 12 07:00:01 +0000 2022,"Wih keren nih, pak Jokowi berhasil membuat Indonesia bertahan ditengah krisis. Semoga isu resesi ekonomi 2023 pak Jokowi juga bisa membuat Indonesia bertahan menghadapinya.\n\n#PublikPuas\nJokowi Pulihkan Krisis https://t.co/wfvZMmKt6R",1,POSITIVE
752,Sun Dec 11 14:55:38 +0000 2022,"Di tengah transisi paska pandemi, saat ini resesi ekonomi global diperkirakan akan datang pada tahun 2023. https://t.co/cU43EId2gh",-1,NEGATIVE
753,Mon Dec 12 16:36:03 +0000 2022,"Lewat Outlook Ekonomi Indonesia 2023, Grant Thornton Kupas Tuntas Soal Resesi #resesi https://t.co/u4t4msN34h",1,POSITIVE
754,Mon Dec 12 05:18:57 +0000 2022,"Pada tahun 2022 ini ekonomi diprediksi tumbuh di atas 5 persen dengan inflasi terjaga. Namun, tantangan akan semakin besar karena lembaga keuangan global dan sejumlah ekonom memprediksi bahwa tahun 2023 akan terjadi badai resesi ekonomi global yang sangat merusak. https://t.co/9MsIRzmvYe",-1,NEGATIVE
755,Mon Dec 12 07:00:01 +0000 2022,"Presiden Jokowi dinilai sukses meraih kepercayaan tinggi masyarakat, ia mendapatkan skor hingga 73,2% atas kinerja pemerintah yg dinilai baik mampu lewati krisis ekonomi.berharap ini trs berlanjut hingga 2023 yg diprediksi tahun resesi.\nJokowi Pulihkan Krisis\n\n#PublikPuas https://t.co/RB6866BX9C",1,POSITIVE
756,Mon Dec 12 05:13:40 +0000 2022,Grant Thornton Edukasi tentang Resesi Global di “Outlook Ekonomi Indonesia 2023” https://t.co/JckhpPUXCk,1,POSITIVE
757,Mon Dec 12 06:33:22 +0000 2022,Tidak ingin bicara lebih jauh soal namanya yang menguat di bursa Cawapres. @erickthohir menegaskan yang terpenting saat ini adalah bagaimana memberikan kepastian ekonomi nasional tetap tumbuh di tengah isu resesi yang akan terjadi tahun 2023.\n#BangkitBersamaET https://t.co/4YL3EQnYjJ,1,POSITIVE
758,Mon Dec 12 14:26:37 +0000 2022,Ketidakpastian ekonomi global masih membayangi hingga tahun depan. Perekonomian Global akan mengalami resesi pada tahun 2023. TWS\n\nSelengkapnya di Infografis!\n\n#GTVNews #News #EkonomiIndonesia #ResesiEkonomi #EkonomiGlobal #ekonomiri https://t.co/ignXcGwSvH,-1,NEGATIVE
759,Mon Dec 12 16:38:54 +0000 2022,"Lewat Outlook Ekonomi Indonesia 2023, Grant Thornton Kupas Tuntas Soal Resesi https://t.co/SV4lqa5CTv",1,POSITIVE
761,Mon Dec 12 07:03:00 +0000 2022,Indonesia terus berbenah dalam menghadapi krisis global akibat ekonomi dunia yg kian tak menentu. Kita percaya presiden Jokowi mampu membawa Indonesia aman dari jurang resesi 2023.\nJokowi Pulihkan Krisis \n#PublikPuas https://t.co/PH6ie3U6vo,1,POSITIVE
762,Mon Dec 12 10:16:51 +0000 2022,Bank Dunia memperingatkan ancaman resesi ekonomi global pada 2023. Catat tiga cara berikut untuk menghadapi risiko resesi ekonomi. #Ad \nhttps://t.co/SSnRCQget0,1,POSITIVE
763,Sun Dec 11 22:30:39 +0000 2022,Dunia sedang menghadapi resesi atau pelemahan ekonomi di semua negara di 2023. Maka sektor yg akan berdampak adalah perusahaan yg menjual produk nya ke luar negeri. Perusahaan yg berorientasi ekspor. \n\nhttps://t.co/5sXxogZtSr,-1,NEGATIVE
764,Mon Dec 12 07:00:00 +0000 2022,"Terimakasih pak jokowi, sampean sukses memimpin negeri ini dengan baik, padahal 2023 bakalan ada resesi ekonomi, tapi negri ini tetap stabil. https://t.co/KblHtCGBHk",1,POSITIVE
765,Mon Dec 12 07:00:00 +0000 2022,Sejak covid-19 dan resesi 2023 negara Indonesia masih bisa stabil ekonomi  dibanding negara lain. Jokowi benar benar sukses bawa Indonesia pulih dari krisis\n#PublikPuas\nJokowi Pulihkan Krisis https://t.co/e2qLuW4QMT,1,POSITIVE
766,Mon Dec 12 07:00:01 +0000 2022,"Di tengah isu resesi ekonomi tahun 2023, semoga pak Jokowi bisa terus meningkat ekonomi dalam negeri melalui program yang tepat seperti di tahun yang sebelumnya.\n\n#PublikPuas\nJokowi Pulihkan Krisis https://t.co/xMxVoRN1cA",1,POSITIVE
767,Sun Dec 11 11:46:06 +0000 2022,"Kayanya perusahaan pada sengaja nge-layoff karyawan buat hemat bujet.\nTerus make isu resesi ekonomi 2023 sebagai ""alasan"". Padahal mah emang mau ngirit aja.""",-1,NEGATIVE
768,Sun Dec 11 02:33:04 +0000 2022,"gw lg dikamar mandi, terus kepikiran apakah 2023 kita akan mengalami resesi ekonomi?",1,POSITIVE
770,Sat Dec 10 06:21:15 +0000 2022,"Ekonomi Indonesia 2023 Diyakini Kebal Resesi, Ini Buktinya https://t.co/1hSyJ74dvp",1,POSITIVE
771,Sun Dec 11 04:50:21 +0000 2022,RI Mau Cegah Resesi 2023? Jangan Lupa Belanja Produk Lokal hingga Kucuran Bansos #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/2CYA1UQ0FG,1,POSITIVE
772,Sat Dec 10 13:18:42 +0000 2022,"Resesi Global Menghantui, Pemerintah Tetap Pede Ekonomi RI 2023 Tumbuh 5,3 Persen https://t.co/WBJb0it6cn",1,POSITIVE
773,Sat Dec 10 15:01:10 +0000 2022,"Di Tengah Ancaman Resesi 2023, Pemerintah Fasilitasi UMKM Lokal agar Tetap Cuan #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/LTNDaZpl31",1,POSITIVE
774,Sat Dec 10 14:14:23 +0000 2022,"Ancaman Resesi 2023, Pemerintah Diminta Terus Lanjut Beri Bansos #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/NKbFRMl2Hv",1,POSITIVE
775,Sat Dec 10 02:30:57 +0000 2022,"Problematik bangsa ini susah dicari ujung pangkalnya. Mulai korupsi, penegakan hukum yang diskriminatif, kriminalisasi agama hingga ekonomi yang dihantui stagflasi dan resesi ekonomi 2023.\nLive Muslimah Bicara\nPemuda\n#PemudaPemimpinUmat\n#SelamatkanGenerasiDenganIslam",-1,NEGATIVE
776,Fri Dec 09 15:01:24 +0000 2022,2023 gajadi resesi ini mah. Dulu juga krisis ekonomi 2008 Avenged Sevenfold sama MCR malah konser di Jakarta.,1,POSITIVE
777,Sat Dec 10 13:39:44 +0000 2022,@nindrakirana @from_403 @ksw_things mungkin dia pengennya pas wartawan nanya ke jan ethes pertanyaannya begini “gimana pendapat ethes akan prediksi resesi ekonomi 2023?”,1,POSITIVE
778,Sun Dec 11 02:29:33 +0000 2022,"Hadapi Resesi Ekonomi, Investasi Tanam Emas Menjadi Solusi Terbaik.\n\nHadapi resesi di tahun 2023, Galeri Tanam Emas hadir guna menjawab kebutuhan masyarakat Indonesia. -- Ikuti kami di https://t.co/ynPM9AfSrI #beritaviral… https://t.co/6IMlMeCzGy #Ekbis #emas via @beritajatimcom",1,POSITIVE
780,Fri Dec 09 14:27:43 +0000 2022,@Robert_Piliang Scenario planning for chaos akan digunakan sebagai bahan pemilu serentak ditunda..2023 Indonesia makin resesi ekonomi sehingga akan dikeluarkan dekrit presiden Jokowi seumur hidup.,-1,NEGATIVE
781,Fri Dec 09 13:40:35 +0000 2022,Risiko Resesi Global 2023? Cek Riwayat IPO sejak Krisis Ekonomi 1998 https://t.co/ro7zvc5Xgo,1,POSITIVE
782,Sat Dec 10 02:35:15 +0000 2022,TOKOH NASIONAL ATAU FIGUR YANG BERLATAR BELAKANG EKONOMI SERTA KUAT SECARA EKONOMI PANTAS &amp; HARUS MEMIMPIN INDONESIA KEDEPAN MENGINGAT PREDIKSI EKONOMI GLOBAL BAHWA TAHUN 2023 DUNIA MENUJU ANCAMAN RESESI. DAN PILIHAN ITU ADA PADA SOSOK @erickthohir\n\nSALAM SATU SERVER ❤️ https://t.co/V1cz0P6XXD,1,POSITIVE
783,Sat Dec 10 04:30:59 +0000 2022,Warren Buffet Indonesia Ini Sebut Ekonomi Indonesia Tak akan Terguncang Resesi 2023\n\nhttps://t.co/XgSGaSolGm - Waren Buffet Indonesia se... \n\nhttps://t.co/42SUxH6zjE\nhttps://t.co/42SUxH6zjE,1,POSITIVE
784,Sat Dec 10 02:19:06 +0000 2022,Prediksi Tren Fesyen 2023 di Tengah Isu Lingkungan dan Resesi Ekonomi https://t.co/5I8k2yDiaR https://t.co/5Xb80RFtJj,1,POSITIVE
785,Sat Dec 10 09:54:39 +0000 2022,fuck resesi ekonomi 2023,-1,NEGATIVE
786,Sun Dec 11 08:52:03 +0000 2022,"IMF dan Bank Dunia Sebut Ekonomi Global Masih Suram, Resesi 2023 di Depan Mata? https://t.co/alNCV2T7ju",-1,NEGATIVE
787,Fri Dec 09 08:41:00 +0000 2022,"ok jadi maret 2023 ada:\n\n- Blackpink\n- Arctic Monkeys\n- Everblastfest (Simple Plan, RJA, Hoobstank, phase 2 lineups coming soon)\n- Hammersonic (Slipknot, Black Flag, Trivium, and many more)\n- Chvrches (insyaallah)",1,POSITIVE
788,Sat Dec 10 04:39:05 +0000 2022,"Perkembangan kondisi global sedang mengalami krisis ataupun resesi. Namun pemerintah optimis menyambut tahun baru 2023, Indonesia akan menunjukan eksistensinya dalam bidang ekonomi serta akan menjadi negara dengan ekonomi terbaik di wilayah Asia Tenggara. https://t.co/CN3r13sQib",1,POSITIVE
789,Thu Dec 08 12:35:30 +0000 2022,"Sartria Brand Award Connection 2023: Ancaman Resesi Ekonomi 2023, Jawa Tengah Optimistis\n\nhttps://t.co/98nCHCxm9V\n\n#satriabrandawards #suaramerdeka #suaramerdekanetwork #diskusi #forum #focusgrupdiscussion #resesi #jateng #jawatengah",-1,NEGATIVE
790,Thu Dec 08 08:18:42 +0000 2022,Dinas Pariwisata (Dispar) Daerah Istimewa Yogyakarta optimistis aktivitas pariwisata di wilayah setempat tetap bergeliat meski menghadapi ancaman resesi ekonomi global pada 2023.  https://t.co/q5xgC9Ldg3,1,POSITIVE
791,Thu Dec 08 01:08:32 +0000 2022,Menteri BUMN @erickthohir menyatakan siap menghadapi potensi resesi ekonomi global di tahun 2023.\nBeliau pun telah menyiapkan langkah2 untuk menjaga stok dan kestabilan harga pangan.\n#BangkitBersamaET https://t.co/Sxyei60AyG,1,POSITIVE
793,Wed Dec 07 23:35:44 +0000 2022,Masmen BUMN Erick Thohir lebih memilih fokus mengurus BUMN Ketimbang bahas pencalonan di Pilpres 2024\n\nMenurutnya Ia tengah fokus mengurus BUMN demi menjalankan amanah yg diberikan Presiden\nMengingat di 2023 resesi ekonomi global membayangi dunia \n@erickthohir\n#BangkitBersamaET https://t.co/wZepcYuaoD,1,POSITIVE
795,Fri Dec 09 11:37:55 +0000 2022,"Meski ada prediksi resesi ekonomi di tahun 2023, namun menurut Primbon Jawa ada 12 weton yang justru berjaya dan memiliki banyak uang.\n\n#PortalYogya #RamalanWeton #PrimbonJawa\n\nhttps://t.co/tX7LWJN4BM",1,POSITIVE
796,Fri Dec 09 01:59:00 +0000 2022,Pemulihan Ekonomi Dan Pengembangan Dunia Digital Jadi Prioritas Airlangga Hartarto Hadapi Resesi Di 2023\n#airlanggahartarto #airlanggapemersatu #airlanggauntukindonesia #partaigolkar #golkarpedia #golkarsolid #AirlanggaPresiden\nhttps://t.co/ehwuabooFB,1,POSITIVE
797,Thu Dec 08 04:56:03 +0000 2022,"Ancaman Resesi Ekonomi Indonesia 2023, Peluang dan Tantangan https://t.co/DC49FQmMZ8",-1,NEGATIVE
798,Thu Dec 08 14:01:19 +0000 2022,"Ancaman Resesi 2023, Bahlil: Tidak Menakut-nakuti tapi Sedia Payung Sebelum Hujan #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/x2WGSLyJPx",-1,NEGATIVE
799,Wed Dec 07 02:13:30 +0000 2022,⚠️ Major Yield Curve Inversion right now is suggesting big Recession in 2023. \n\nLast time Yield Curve was this inverted was 1981. Right before the unemployment rate went to 10%. https://t.co/6D6WcbjE33,-1,NEGATIVE
800,Fri Dec 09 03:08:02 +0000 2022,"Breaking News!\nEkonom memproyeksi cadangan devisa Indonesia tetap kuat, meskipun ada ancaman resesi pada 2023. \nSimak berita selengkapnya👇🏻\n\nSumber : @bisniscom\n\n#BankIndonesia #BI #CadanganDevisa #Ekonomi #Resesi #BreakingNews #MNCSekuritas https://t.co/AnXHFUOTqt",1,POSITIVE
801,Thu Dec 08 11:17:33 +0000 2022,"Ancaman resesi global 2023 ditengarai bakal memicu kesulitan urusan ekspor bagi perusahaan dari sisi makro ekonomi. Meski begitu, perusahaan mainan anak-anak asal Amerika Serikat, Mattel Indonesia menyatakan, pihaknya masih optimistis dengan kondisi… https://t.co/ydXlxTzLQq",1,POSITIVE
802,Thu Dec 08 14:52:30 +0000 2022,Menko Airlangga Hartarto optimistis perekonomian Indonesia akan melanjutkan tren penguatan bahkan berpotensi tumbuh lebih tinggi pada 2023\n\n#airlanggahartarto #golkarindonesia #resesi #indonesia #ekonomi #GujaratElectionResult #topmodel #malamjumat #andTEAM #highleague5 # https://t.co/3I8u87iPOT,1,POSITIVE
