,content,score,Label,cleansing,normalized,Tokenization,Stopword_Removal,Stemmed
345,"aplikasi wahyoo membuat belanja menjadi mudah,, barang yang kita pesan sesuai dengan gambar di aplikasi,,, terima kasih wahyoo.....",5,Positif,aplikasi wahyoo membuat belanja menjadi mudah   barang yang kita pesan sesuai dengan gambar di aplikasi   terima kasih wahyoo ,aplikasi wahyoo membuat belanja menjadi mudah barang yang kita pesan sesuai dengan gambar di aplikasi terima kasih wahyoo,"['aplikasi', 'wahyoo', 'membuat', 'belanja', 'menjadi', 'mudah', 'barang', 'yang', 'kita', 'pesan', 'sesuai', 'dengan', 'gambar', 'di', 'aplikasi', 'terima', 'kasih', 'wahyoo']","['aplikasi', 'wahyoo', 'belanja', 'mudah', 'barang', 'pesan', 'sesuai', 'gambar', 'aplikasi', 'terima', 'kasih', 'wahyoo']",aplikasi wahyoo belanja mudah barang pesan sesuai gambar aplikasi terima kasih wahyoo
346,good job,5,Positif,good job,bagus job,"['bagus', 'job']","['bagus', 'job']",bagus job
347,menginsipirasi,5,Positif,menginsipirasi,menginsipirasi,['menginsipirasi'],['menginsipirasi'],menginsipirasi
348,ok bagus,5,Positif,ok bagus,ok bagus,"['ok', 'bagus']","['ok', 'bagus']",ok bagus
349,mau bergabung semoga dagangan ku maju,5,Positif,mau bergabung semoga dagangan ku maju,mau bergabung semoga dagangan ku maju,"['mau', 'bergabung', 'semoga', 'dagangan', 'ku', 'maju']","['bergabung', 'semoga', 'dagangan', 'ku', 'maju']",gabung moga dagang ku maju
351,mau daftar ngga bisa bisa. lagi masukin foto tiba2 keluar sendiri.. berkali kali kaya gitu terus.!! kesel,1,Negatif,mau daftar ngga bisa bisa  lagi masukin foto tiba  keluar sendiri  berkali kali kaya gitu terus  kesel,mau daftar tidak bisa bisa lagi masukkan foto tiba keluar sendiri berkali kali kaya begitu terus kesel,"['mau', 'daftar', 'tidak', 'bisa', 'bisa', 'lagi', 'masukkan', 'foto', 'tiba', 'keluar', 'sendiri', 'berkali', 'kali', 'kaya', 'begitu', 'terus', 'kesel']","['daftar', 'masukkan', 'foto', 'berkali', 'kali', 'kaya', 'kesel']",daftar masuk foto kali kali kaya kesel
352,bagus amat apliksi memudahkan warung belanja harga murah😘👍👍👍👍,5,Positif,bagus amat apliksi memudahkan warung belanja harga murah,bagus amat apliksi memudahkan warung belanja harga murah,"['bagus', 'amat', 'apliksi', 'memudahkan', 'warung', 'belanja', 'harga', 'murah']","['bagus', 'apliksi', 'memudahkan', 'warung', 'belanja', 'harga', 'murah']",bagus apliksi mudah warung belanja harga murah
354,mantul timur,5,Positif,mantul timur,mantul timur,"['mantul', 'timur']","['mantul', 'timur']",mantul timur
356,okj,5,Positif,okj,okj,['okj'],['okj'],okj
357,bagus aplikasi nya,5,Positif,bagus aplikasi nya,bagus aplikasi nya,"['bagus', 'aplikasi', 'nya']","['bagus', 'aplikasi', 'nya']",bagus aplikasi nya
358,mamtap ayu bang kumis sales ali,5,Positif,mamtap ayu bang kumis sales ali,mamtap ayu bang kumis sales ali,"['mamtap', 'ayu', 'bang', 'kumis', 'sales', 'ali']","['mamtap', 'ayu', 'bang', 'kumis', 'sales', 'ali']",mamtap ayu bang kumis sales ali
359,bagus rm karawang mantap,5,Positif,bagus rm karawang mantap,bagus rm karawang mantap,"['bagus', 'rm', 'karawang', 'mantap']","['bagus', 'rm', 'karawang', 'mantap']",bagus rm karawang mantap
360,warteg mekar sari aplikasi mantan sunter jaya,5,Positif,warteg mekar sari aplikasi mantan sunter jaya,warung tegal mekar sari aplikasi mantan sunter jaya,"['warung', 'tegal', 'mekar', 'sari', 'aplikasi', 'mantan', 'sunter', 'jaya']","['warung', 'tegal', 'mekar', 'sari', 'aplikasi', 'mantan', 'sunter', 'jaya']",warung tegal mekar sari aplikasi mantan sunter jaya
361,bagus aplkasi,5,Positif,bagus aplkasi,bagus aplkasi,"['bagus', 'aplkasi']","['bagus', 'aplkasi']",bagus aplkasi
362,dari bakso raos tanjung priok aplikasi mantap,5,Positif,dari bakso raos tanjung priok aplikasi mantap,dari bakso raos tanjung priok aplikasi mantap,"['dari', 'bakso', 'raos', 'tanjung', 'priok', 'aplikasi', 'mantap']","['bakso', 'raos', 'tanjung', 'priok', 'aplikasi', 'mantap']",bakso raos tanjung priok aplikasi mantap
363,bagus dari warkop ibu dewi sales ali..mantap aplikasi wahyoo maju terus dan berkembang,5,Positif,bagus dari warkop ibu dewi sales ali mantap aplikasi wahyoo maju terus dan berkembang,bagus dari warung kopi ibu dewi sales ali mantap aplikasi wahyoo maju terus dan berkembang,"['bagus', 'dari', 'warung', 'kopi', 'ibu', 'dewi', 'sales', 'ali', 'mantap', 'aplikasi', 'wahyoo', 'maju', 'terus', 'dan', 'berkembang']","['bagus', 'warung', 'kopi', 'dewi', 'sales', 'ali', 'mantap', 'aplikasi', 'wahyoo', 'maju', 'berkembang']",bagus warung kopi dewi sales ali mantap aplikasi wahyoo maju kembang
364,"1kata aja. ""mahal""",1,Negatif, kata aja   mahal ,kata saja mahal,"['kata', 'saja', 'mahal']",['mahal'],mahal
365,bagus banget,5,Positif,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget
366,sangat membatu warung blanja jdi lebih mudah dan praktis,5,Positif,sangat membatu warung blanja jdi lebih mudah dan praktis,sangat membatu warung blanja jadi lebih mudah dan praktis,"['sangat', 'membatu', 'warung', 'blanja', 'jadi', 'lebih', 'mudah', 'dan', 'praktis']","['membatu', 'warung', 'blanja', 'mudah', 'praktis']",batu warung blanja mudah praktis
367,ook,4,Positif,ook,ook,['ook'],['ook'],ook
369,b aja,5,Positif,b aja,b saja,"['b', 'saja']",['b'],b
370,"kapan nih wahyoo lengkapin semua stok barang...tambahain juga dong pake dompet virtual ,,fintech macam ovo,dana atau linkaja...biar dapat casback gitu..tambahin tombol barang diterima di aplikasi biar poin langsung masuk...barang sudah diterima di aplikasi statusnya masih di setujui",5,Positif,kapan nih wahyoo lengkapin semua stok barang tambahain juga dong pake dompet virtual   fintech macam ovo dana atau linkaja biar dapat casback gitu tambahin tombol barang diterima di aplikasi biar poin langsung masuk barang sudah diterima di aplikasi statusnya masih di setujui,kapan ini wahyoo lengkapin semua stok barang tambahain juga dong pakai dompet virtual fintech macam ovo dana atau linkaja biar dapat casback begitu tambahin tombol barang diterima di aplikasi biar poin langsung masuk barang sudah diterima di aplikasi statusnya masih di setujui,"['kapan', 'ini', 'wahyoo', 'lengkapin', 'semua', 'stok', 'barang', 'tambahain', 'juga', 'dong', 'pakai', 'dompet', 'virtual', 'fintech', 'macam', 'ovo', 'dana', 'atau', 'linkaja', 'biar', 'dapat', 'casback', 'begitu', 'tambahin', 'tombol', 'barang', 'diterima', 'di', 'aplikasi', 'biar', 'poin', 'langsung', 'masuk', 'barang', 'sudah', 'diterima', 'di', 'aplikasi', 'statusnya', 'masih', 'di', 'setujui']","['wahyoo', 'lengkapin', 'stok', 'barang', 'tambahain', 'pakai', 'dompet', 'virtual', 'fintech', 'ovo', 'dana', 'linkaja', 'biar', 'casback', 'tambahin', 'tombol', 'barang', 'diterima', 'aplikasi', 'biar', 'poin', 'langsung', 'masuk', 'barang', 'diterima', 'aplikasi', 'statusnya', 'setujui']",wahyoo lengkapin stok barang tambahain pakai dompet virtual fintech ovo dana linkaja biar casback tambahin tombol barang terima aplikasi biar poin langsung masuk barang terima aplikasi status tuju
371,kurang tanggap,1,Negatif,kurang tanggap,kurang tanggap,"['kurang', 'tanggap']",['tanggap'],tanggap
372,"lupa pasword gimana bos..kode warung juga lupa ,padahal udah belanja di sini juga..gak ada pilihan reset password ke nomer terdaftar",3,Negatif,lupa pasword gimana bos kode warung juga lupa  padahal udah belanja di sini juga gak ada pilihan reset password ke nomer terdaftar,lupa pasword bagaimana bos kode warung juga lupa padahal sudah belanja di sini juga tidak ada pilihan reset password ke nomer terdaftar,"['lupa', 'pasword', 'bagaimana', 'bos', 'kode', 'warung', 'juga', 'lupa', 'padahal', 'sudah', 'belanja', 'di', 'sini', 'juga', 'tidak', 'ada', 'pilihan', 'reset', 'password', 'ke', 'nomer', 'terdaftar']","['lupa', 'pasword', 'bos', 'kode', 'warung', 'lupa', 'belanja', 'pilihan', 'reset', 'password', 'nomer', 'terdaftar']",lupa pasword bos kode warung lupa belanja pilih reset password nomer daftar
373,"alhamdulillah belanja jdi mudah gk usah repot2 pergi kepasar tinggal klik..semua kebutuhan warùng ada disini...hemat waktu dan hemat biaya karena pengiriman barang free ongkir,tks buat wahyu",5,Positif,alhamdulillah belanja jdi mudah gk usah repot  pergi kepasar tinggal klik semua kebutuhan warung ada disini hemat waktu dan hemat biaya karena pengiriman barang free ongkir tks buat wahyu,alhamdulillah belanja jadi mudah tidak perlu repot pergi kepasar tinggal klik semua kebutuhan warung ada disini hemat waktu dan hemat biaya karena pengiriman barang free ongkos kirim terima kasih buat wahyu,"['alhamdulillah', 'belanja', 'jadi', 'mudah', 'tidak', 'perlu', 'repot', 'pergi', 'kepasar', 'tinggal', 'klik', 'semua', 'kebutuhan', 'warung', 'ada', 'disini', 'hemat', 'waktu', 'dan', 'hemat', 'biaya', 'karena', 'pengiriman', 'barang', 'free', 'ongkos', 'kirim', 'terima', 'kasih', 'buat', 'wahyu']","['alhamdulillah', 'belanja', 'mudah', 'repot', 'pergi', 'kepasar', 'tinggal', 'klik', 'kebutuhan', 'warung', 'hemat', 'hemat', 'biaya', 'pengiriman', 'barang', 'free', 'ongkos', 'kirim', 'terima', 'kasih', 'wahyu']",alhamdulillah belanja mudah repot pergi pasar tinggal klik butuh warung hemat hemat biaya kirim barang free ongkos kirim terima kasih wahyu
374,mantul,5,Positif,mantul,mantul,['mantul'],['mantul'],mantul
376,brg kurang komplit... wilayah jkt timur,3,Negatif,brg kurang komplit  wilayah jkt timur,bareng kurang komplit wilayah jakarta timur,"['bareng', 'kurang', 'komplit', 'wilayah', 'jakarta', 'timur']","['bareng', 'komplit', 'wilayah', 'jakarta', 'timur']",bareng komplit wilayah jakarta timur
377,coba dlu,5,Positif,coba dlu,coba dulu,"['coba', 'dulu']",['coba'],coba
378,sangat membantu ayo gabung,5,Positif,sangat membantu ayo gabung,sangat membantu ayo gabung,"['sangat', 'membantu', 'ayo', 'gabung']","['membantu', 'ayo', 'gabung']",bantu ayo gabung
379,"lumayan membantu tp produk kurang lengkap , seharusnya tidak usah d khususkan alangkah lebih baik jika produk yg tersedia itu produk kebutuhan sehari-hari mungkin lebih membantu 😊😊 semoga lebih di tingkatkan lg kualitasnya",3,Negatif,lumayan membantu tp produk kurang lengkap   seharusnya tidak usah d khususkan alangkah lebih baik jika produk yg tersedia itu produk kebutuhan sehari hari mungkin lebih membantu semoga lebih di tingkatkan lg kualitasnya,lumayan membantu tapi produk kurang lengkap seharusnya tidak perlu di khususkan alangkah lebih baik jika produk yang tersedia itu produk kebutuhan sehari hari mungkin lebih membantu semoga lebih di tingkatkan lagi kualitasnya,"['lumayan', 'membantu', 'tapi', 'produk', 'kurang', 'lengkap', 'seharusnya', 'tidak', 'perlu', 'di', 'khususkan', 'alangkah', 'lebih', 'baik', 'jika', 'produk', 'yang', 'tersedia', 'itu', 'produk', 'kebutuhan', 'sehari', 'hari', 'mungkin', 'lebih', 'membantu', 'semoga', 'lebih', 'di', 'tingkatkan', 'lagi', 'kualitasnya']","['lumayan', 'membantu', 'produk', 'lengkap', 'khususkan', 'alangkah', 'produk', 'tersedia', 'produk', 'kebutuhan', 'sehari', 'membantu', 'semoga', 'tingkatkan', 'kualitasnya']",lumayan bantu produk lengkap khusus alangkah produk sedia produk butuh hari bantu moga tingkat kualitas
380,semakin sukses untuk.wahyoo,5,Positif,semakin sukses untuk wahyoo,semakin sukses untuk wahyoo,"['semakin', 'sukses', 'untuk', 'wahyoo']","['sukses', 'wahyoo']",sukses wahyoo
381,"aplikasi payah!!! barang blm diterima tapi status diterima!!! payah, bikin kapok aja!!!!",1,Negatif,aplikasi payah  barang blm diterima tapi status diterima  payah  bikin kapok aja ,aplikasi payah barang belum diterima tapi status diterima payah buat kapok saja,"['aplikasi', 'payah', 'barang', 'belum', 'diterima', 'tapi', 'status', 'diterima', 'payah', 'buat', 'kapok', 'saja']","['aplikasi', 'payah', 'barang', 'diterima', 'status', 'diterima', 'payah', 'kapok']",aplikasi payah barang terima status terima payah kapok
382,sangat membantu dan promo nya pun banyak saya suka,5,Positif,sangat membantu dan promo nya pun banyak saya suka,sangat membantu dan promo nya pun banyak saya suka,"['sangat', 'membantu', 'dan', 'promo', 'nya', 'pun', 'banyak', 'saya', 'suka']","['membantu', 'promo', 'nya', 'suka']",bantu promo nya suka
383,ga danta nih aplikasi apah tau,1,Negatif,ga danta nih aplikasi apah tau,tidak danta ini aplikasi apah tahu,"['tidak', 'danta', 'ini', 'aplikasi', 'apah', 'tahu']","['danta', 'aplikasi', 'apah']",danta aplikasi apah
384,gak bisa login,1,Negatif,gak bisa login,tidak bisa login,"['tidak', 'bisa', 'login']",['login'],login
385,"sangat membantu pedagang kecil, saran saya item barang nya mohon di banyakin",5,Positif,sangat membantu pedagang kecil  saran saya item barang nya mohon di banyakin,sangat membantu pedagang kecil saran saya hitam barang nya mohon di banyakin,"['sangat', 'membantu', 'pedagang', 'kecil', 'saran', 'saya', 'hitam', 'barang', 'nya', 'mohon', 'di', 'banyakin']","['membantu', 'pedagang', 'saran', 'hitam', 'barang', 'nya', 'mohon', 'banyakin']",bantu dagang saran hitam barang nya mohon banyakin
387,maju terus untuk wahyoo ttp jdi yg terbaik.....salam dari warung makan pacitan,5,Positif,maju terus untuk wahyoo ttp jdi yg terbaik salam dari warung makan pacitan,maju terus untuk wahyoo tetap jadi yang terbaik salam dari warung makan pacitan,"['maju', 'terus', 'untuk', 'wahyoo', 'tetap', 'jadi', 'yang', 'terbaik', 'salam', 'dari', 'warung', 'makan', 'pacitan']","['maju', 'wahyoo', 'terbaik', 'salam', 'warung', 'makan', 'pacitan']",maju wahyoo baik salam warung makan pacitan
388,oke lah..,5,Positif,oke lah ,oke lah,"['oke', 'lah']",['oke'],oke
390,aplikasi good,5,Positif,aplikasi good,aplikasi bagus,"['aplikasi', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus
391,"bagus sayang saya mau daftar tidak bisa karena alamat ,,saya tinggal di bogor kota",1,Negatif,bagus sayang saya mau daftar tidak bisa karena alamat   saya tinggal di bogor kota,bagus sayang saya mau daftar tidak bisa karena alamat saya tinggal di bogor kota,"['bagus', 'sayang', 'saya', 'mau', 'daftar', 'tidak', 'bisa', 'karena', 'alamat', 'saya', 'tinggal', 'di', 'bogor', 'kota']","['bagus', 'sayang', 'daftar', 'alamat', 'tinggal', 'bogor', 'kota']",bagus sayang daftar alamat tinggal bogor kota
393,aplikasinya good,5,Positif,aplikasinya good,aplikasinya bagus,"['aplikasinya', 'bagus']","['aplikasinya', 'bagus']",aplikasi bagus
394,tidak bisa registrasi karena pilihan kota loading doang ga muncul muncul :(,1,Negatif,tidak bisa registrasi karena pilihan kota loading doang ga muncul muncul   ,tidak bisa registrasi karena pilihan kota loading saja tidak muncul muncul,"['tidak', 'bisa', 'registrasi', 'karena', 'pilihan', 'kota', 'loading', 'saja', 'tidak', 'muncul', 'muncul']","['registrasi', 'pilihan', 'kota', 'loading', 'muncul', 'muncul']",registrasi pilih kota loading muncul muncul
396,aplikasi ini sangat tidak berguna bagi masyarakat.,1,Negatif,aplikasi ini sangat tidak berguna bagi masyarakat ,aplikasi ini sangat tidak berguna bagi masyarakat,"['aplikasi', 'ini', 'sangat', 'tidak', 'berguna', 'bagi', 'masyarakat']","['aplikasi', 'berguna', 'masyarakat']",aplikasi guna masyarakat
397,nggak usah dihubungi,1,Negatif,nggak usah dihubungi,tidak perlu dihubungi,"['tidak', 'perlu', 'dihubungi']",['dihubungi'],hubung
398,"apa fungsi dan kegunaan aplikasi ini ya,saya belum paham samasekali",1,Negatif,apa fungsi dan kegunaan aplikasi ini ya saya belum paham samasekali,apa fungsi dan kegunaan aplikasi ini iya saya belum paham samasekali,"['apa', 'fungsi', 'dan', 'kegunaan', 'aplikasi', 'ini', 'iya', 'saya', 'belum', 'paham', 'samasekali']","['fungsi', 'kegunaan', 'aplikasi', 'iya', 'paham', 'samasekali']",fungsi guna aplikasi iya paham samasekali
399,"payah, ga bisa login padahal pas daftar sukses",1,Negatif,payah  ga bisa login padahal pas daftar sukses,payah tidak bisa login padahal pas daftar sukses,"['payah', 'tidak', 'bisa', 'login', 'padahal', 'pas', 'daftar', 'sukses']","['payah', 'login', 'pas', 'daftar', 'sukses']",payah login pas daftar sukses
401,kenapa ya? daftar nya susah bgt..?🤔 sangat di sayangkan. kalau ngk bisa di pakai.,1,Negatif,kenapa ya  daftar nya susah bgt  sangat di sayangkan  kalau ngk bisa di pakai ,kenapa iya daftar nya susah banget sangat di sayangkan kalau tidak bisa di pakai,"['kenapa', 'iya', 'daftar', 'nya', 'susah', 'banget', 'sangat', 'di', 'sayangkan', 'kalau', 'tidak', 'bisa', 'di', 'pakai']","['iya', 'daftar', 'nya', 'susah', 'banget', 'sayangkan', 'pakai']",iya daftar nya susah banget sayang pakai
402,lumayannn,5,Positif,lumayann,lumayann,['lumayann'],['lumayann'],lumayann
403,"gak bisa dipake boss,udh register gak bisa login mohon pencerahan",1,Negatif,gak bisa dipake boss udh register gak bisa login mohon pencerahan,tidak bisa dipake boss sudah register tidak bisa login mohon pencerahan,"['tidak', 'bisa', 'dipake', 'boss', 'sudah', 'register', 'tidak', 'bisa', 'login', 'mohon', 'pencerahan']","['dipake', 'boss', 'register', 'login', 'mohon', 'pencerahan']",dipake boss register login mohon cerah
404,gak jelaz cara registrasi na,1,Negatif,gak jelaz cara registrasi na,tidak jelaz cara registrasi na,"['tidak', 'jelaz', 'cara', 'registrasi', 'na']","['jelaz', 'registrasi', 'na']",jaz registrasi na
405,gak paham lagi udah daftar berkali2 kaga bisa login,1,Negatif,gak paham lagi udah daftar berkali  kaga bisa login,tidak paham lagi sudah daftar berkali tidak bisa login,"['tidak', 'paham', 'lagi', 'sudah', 'daftar', 'berkali', 'tidak', 'bisa', 'login']","['paham', 'daftar', 'berkali', 'login']",paham daftar kali login
406,"maaf,,kenapa susah tuk login..sedangkan warungku sudah terdaftar dan sudah terpasang spanduk wlo voucher yang di janjikan belum turun.dan susah juga tuk mndaftar masuk,,nama,alamat,no hp,,kota,,tapi sayang masuk isi kolom di kecamatan sedangkan sudah masuk kota,dan kelurahanpun sangat salah atau kurang lengkap.thx",1,Negatif,maaf  kenapa susah tuk login sedangkan warungku sudah terdaftar dan sudah terpasang spanduk wlo voucher yang di janjikan belum turun dan susah juga tuk mndaftar masuk  nama alamat no hp  kota  tapi sayang masuk isi kolom di kecamatan sedangkan sudah masuk kota dan kelurahanpun sangat salah atau kurang lengkap thx,maaf kenapa susah tuk login sedangkan warungku sudah terdaftar dan sudah terpasang spanduk wlo voucher yang di janjikan belum turun dan susah juga tuk mndaftar masuk nama alamat nomor hp kota tapi sayang masuk isi kolom di kecamatan sedangkan sudah masuk kota dan kelurahanpun sangat salah atau kurang lengkap terima kasih,"['maaf', 'kenapa', 'susah', 'tuk', 'login', 'sedangkan', 'warungku', 'sudah', 'terdaftar', 'dan', 'sudah', 'terpasang', 'spanduk', 'wlo', 'voucher', 'yang', 'di', 'janjikan', 'belum', 'turun', 'dan', 'susah', 'juga', 'tuk', 'mndaftar', 'masuk', 'nama', 'alamat', 'nomor', 'hp', 'kota', 'tapi', 'sayang', 'masuk', 'isi', 'kolom', 'di', 'kecamatan', 'sedangkan', 'sudah', 'masuk', 'kota', 'dan', 'kelurahanpun', 'sangat', 'salah', 'atau', 'kurang', 'lengkap', 'terima', 'kasih']","['maaf', 'susah', 'tuk', 'login', 'warungku', 'terdaftar', 'terpasang', 'spanduk', 'wlo', 'voucher', 'janjikan', 'turun', 'susah', 'tuk', 'mndaftar', 'masuk', 'nama', 'alamat', 'nomor', 'hp', 'kota', 'sayang', 'masuk', 'isi', 'kolom', 'kecamatan', 'masuk', 'kota', 'kelurahanpun', 'salah', 'lengkap', 'terima', 'kasih']",maaf susah tuk login warung daftar pasang spanduk wlo voucher janji turun susah tuk mndaftar masuk nama alamat nomor hp kota sayang masuk isi kolom camat masuk kota lurah salah lengkap terima kasih
407,mau coba dulu,5,Positif,mau coba dulu,mau coba dulu,"['mau', 'coba', 'dulu']",['coba'],coba
410,ok semoga semakin memudahkan,5,Positif,ok semoga semakin memudahkan,ok semoga semakin memudahkan,"['ok', 'semoga', 'semakin', 'memudahkan']","['ok', 'semoga', 'memudahkan']",ok moga mudah
411,susah bgt masuk nya pdahal udah buat akun gymna donk cravnya,3,Negatif,susah bgt masuk nya pdahal udah buat akun gymna donk cravnya,susah banget masuk nya pdahal sudah buat akun gymna donk cravnya,"['susah', 'banget', 'masuk', 'nya', 'pdahal', 'sudah', 'buat', 'akun', 'gymna', 'donk', 'cravnya']","['susah', 'banget', 'masuk', 'nya', 'pdahal', 'akun', 'gymna', 'donk', 'cravnya']",susah banget masuk nya pdahal akun gymna donk cravnya
412,puasssss,5,Positif,puass,puass,['puass'],['puass'],puass
